代码		    名称		涨幅		现价		当日成交额		主力净额		资金流向		主力资金流向[20260112]		净流入		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		开盘涨幅		早盘竞价金额		尾盘竞价金额		首次涨停时间		最终涨停时间		
SH600936	北投科技	+1.94%		4.72		4.35亿		+2188803	--		169.62万	-9604676	5.57%		0.96		78.87亿		--		--		IT服务		【西部大开发;乡村振兴;国企改革;数字乡村;文化传媒概念;智慧政务;DeepSeek概念;机器人概念;5G;鸿蒙概念;AI智能体;无人机;股权转让(并购重组);沪股通;融资融券】	--		--		+11.06%		+26.20%		+1.30		+1.30%		4133297		5398264		--		--		
SH600938	中国海油	-0.45%		28.61		9.69亿		-90299405	--		-1.05亿		-119215886	1.13%		0.50		855.44亿	--		--		油气开采及服务	【同花顺中特估100;天然气;页岩气;国企改革;央企国企改革;同花顺出海50;海工装备;风电;沪股通;中字头股票;融资融券】	--		--		+1.71%		+1.42%		+0.10		+0.10%		13729044	8562973		--		--		
SH600939	重庆建工	+0.62%		3.27		8153.49万	-96336		--		-251.65万	-10684000	1.32%		1.21		62.21亿		--		--		建筑装饰	【地下管网;新型城镇化;房屋检测;装配式建筑;国企改革;雅下水电概念;西部大开发;水利;工业互联网;沪股通】	--		--		-3.25%		-11.62%		+0.31		+0.31%		341974		1376997		--		--		
SH600941	中国移动	+0.28%		100.40		16.16亿		-12339193	1.48亿		5523.50万	147543852	1.79%		0.96		906.38亿	--		--		通信服务	【超级品牌;同花顺中特估100;国企改革;国资云;虚拟数字人;数据要素;DeepSeek概念;移动支付;人工智能;云计算;元宇宙;ChatGPT概念;东数西算(算力);量子科技;6G概念;5G;中国AI 50;中字头股票;融资融券;沪股通】	--		--		-0.11%		-3.75%		+0.32		+0.32%		29599668	13403400	--		--		
SH600955	维远股份	+2.83%		17.78		2.53亿		+12309826	682.85万	1010.30万	6828483		2.58%		1.34		97.79亿		--		--		化学原料	【环氧丙烷;消毒剂;锂电池概念;沪股通】	--		--		+17.75%		+22.03%		-0.52		-0.52%		1355360		2403856		--		--		
SH600956	新天绿能	+0.13%		7.45		6334.27万	-4774838	--		-498.62万	-6213722	0.36%		1.49		174.93亿	--		--		电力		【天然气;碳交易;绿色电力;国企改革;钒电池;抽水蓄能;氢能源;京津冀一体化;风电;储能;光伏概念;DeepSeek概念;AI智能体;融资融券;沪股通】	--		--		+0.13%		+0.54%		+0.00		+0.00%		183024		1554815		--		--		
SH600958	东方证券	+0.73%		10.99		10.67亿		+82750993	--		-262.65万	-24773822	1.31%		0.85		820.90亿	--		--		证券		【期货概念;证金持股;互联网金融;沪股通;融资融券】	--		--		+1.48%		+3.68%		+0.00		+0.00%		3579571		10229272	--		--		
SH600959	江苏有线	+1.91%		3.73		3.90亿		-78611782	5827.55万	-2339.95万	58275526	2.10%		2.35		186.53亿	--		--		文化传媒	【文化传媒概念;养老概念;足球概念;短剧游戏;乡村振兴;国企改革;数字乡村;智慧城市;虚拟数字人;数字孪生;食品安全;国资云;人工智能;数据要素;元宇宙;DeepSeek概念;AIGC概念;算力租赁;工业互联网;网络安全;云办公;数据安全;低空经济;东数西算(算力);储能;机器视觉;光伏概念;数据中心;5G;沪股通;融资融券】	--		--		+9.71%		+9.71%		+0.82		+0.82%		2997756		3064158		--		--		
SH600960	渤海汽车	-1.23%		5.62		2.29亿		-9935489	--		-1792.36万	-56539057	4.29%		0.94		53.42亿		--		--		汽车零部件	【中俄贸易概念;国企改革;华为汽车;长安汽车概念;氢能源;减速器;无人机;DeepSeek概念;汽车热管理;新能源汽车;机器人概念;智能座舱;比亚迪概念;新型工业化;汽车电子;工业母机;股权转让(并购重组)】	--		--		+0.36%		+13.54%		+0.00		+0.00%		1222212		4337516		--		--		
SH600961	株冶集团	+1.13%		17.95		5.24亿		-4228952	--		-126.75万	-28990050	3.92%		1.15		134.95亿	--		--		工业金属	【金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通】	--		--		+11.63%		+17.32%		+2.76		+2.76%		5439168		2270675		--		--		
SH600962	国投中鲁	+9.10%		24.70		5.66亿		+10283122	4744.96万	2148.62万	47449617	9.14%		2.60		64.77亿		--		--		饮料制造	【房屋检测;国企改革;智慧城市;人民币贬值受益;工业互联网;央企国企改革;芯片概念;中芯国际概念;沪股通;股权转让(并购重组)】	--		--		+6.97%		+24.75%		+1.55		+1.55%		9356930		6612190		--		--		
SH600963	岳阳林纸	-0.86%		4.60		1.35亿		-23385522	--		-843.49万	-2013539	1.67%		0.91		80.85亿		--		--		造纸		【生物质能发电;污水处理;PPP概念;碳中和;雄安新区;碳交易;国企改革;央企国企改革;人工智能;DeepSeek概念;沪股通;融资融券】	--		--		+0.22%		+8.49%		+0.00		+0.00%		375376		1097560		--		--		
SH600965	福成股份	+10.05%		6.35		2.27亿		+43073965	2984.13万	3369.44万	29841312	4.52%		1.41		51.99亿		--		牛肉+农业种植+预制菜+京津冀	养殖业		【乳业;粮食概念;玉米;生态农业;农业种植;预制菜;冷链物流;乡村振兴;土壤修复;京津冀一体化;融资融券】	--		--		+10.82%		+16.51%		+0.87		+0.87%		931782		1162050		10:55:15	10:55:15	
SH600966	博汇纸业	+0.00%		6.54		1.51亿		+14458030	--		412.67万	-18531135	1.73%		1.05		87.43亿		--		--		造纸		【沪股通;融资融券】	--		--		-3.96%		+10.47%		-0.61		-0.61%		1307800		897288		--		--		
SH600967	内蒙一机	+2.57%		19.54		24.47亿		+15653185	3195.93万	-295.50万	31959290	7.36%		1.29		332.53亿	--		--		军工装备	【军民融合;军工;无人机;核电;央企国企改革;数字孪生;高端装备;中俄贸易概念;高铁;人工智能;国企改革;西部大开发;风电;农机;无人驾驶;物联网;氢能源;机器人概念;工业互联网;新能源汽车;储能;减速器;人形机器人;沪股通;融资融券】	--		--		+18.93%		+21.52%		+4.99		+4.99%		46202000	23225244	--		--		
SH600968	海油发展	+0.00%		3.90		1.64亿		+7690971	--		285.10万	-4248768	0.41%		0.73		396.44亿	--		--		油气开采及服务	【天然气;航运概念;国企改革;碳交易;绿色电力;页岩气;碳中和;风电;氢能源;储能;机器人概念;卫星导航;锂电池概念;沪股通;融资融券】	--		--		+2.36%		+1.04%		-0.26		-0.26%		1598401		1907100		--		--		
SH600969	郴电国际	+7.14%		11.25		1.94亿		+13688712	1088.57万	569.51万	10885749	4.77%		1.50		41.63亿		--		--		电力		【PPP概念;地下管网;国企改革;污水处理;一带一路;绿色电力;风电;燃料电池;充电桩】	--		--		+15.98%		+16.58%		+0.00		+0.00%		236250		851625		--		--		
SH600970	中材国际	+0.19%		10.40		3.15亿		-6413997	1079.17万	-426.20万	10791665	1.34%		1.26		234.19亿	--		--		建筑装饰	【同花顺中特估100;中字头股票;水泥概念;央企国企改革;国企改革;绿色电力;风电;DeepSeek概念;沪股通;融资融券;同花顺出海50】	--		--		+0.97%		+11.95%		+0.00		+0.00%		3196002		2474160		--		--		
SH600971	恒源煤电	+0.15%		6.48		7892.33万	+6272337	--		-272.82万	-14885573	1.02%		0.85		77.76亿		--		--		煤炭开采加工	【煤炭概念;国企改革;沪股通;融资融券】	--		--		+3.02%		+2.05%		-0.15		-0.15%		142120		721872		--		--		
SH600973	宝胜股份	+3.88%		9.10		23.96亿		-208543860	--		-2.62亿		-358468109	19.16%		1.26		124.79亿	--		--		电网设备	【超导概念;大飞机;核电;智能电网;军工;高端装备;充电桩;高铁;无人机;低空经济;飞行汽车(eVTOL);新能源汽车;铜缆高速连接;特斯拉概念;国企改革;沪股通;融资融券】	--		--		+32.27%		+41.30%		+4.79		+4.79%		47714409	27290900	--		--		
SH600975	新五丰		+0.50%		5.98		1.14亿		-4779059	917.33万	178.94万	9173319		1.54%		1.38		74.73亿		--		--		养殖业		【猪肉;乡村振兴;国企改革;冷链物流;华为概念;沪股通;融资融券】	--		--		+2.22%		+0.50%		+0.00		+0.00%		498015		1820910		--		--		
SH600976	健民集团	+0.26%		34.42		6191.07万	-3701947	--		-262.30万	-4229285	1.18%		1.01		52.77亿		--		--		中药		【流感;创新药;三胎概念;融资融券;沪股通】	--		--		-3.04%		-3.34%		+0.00		+0.00%		312403		709052		--		--		
SH600977	中国电影	+3.05%		16.87		12.38亿		-28417881	2168.99万	-989.09万	21689852	3.99%		1.46		314.96亿	--		--		影视院线	【短剧游戏;文化传媒概念;IP经济(谷子经济);中字头股票;腾讯概念;人工智能;国企改革;同花顺中特估100;沪股通;融资融券】	--		--		+9.97%		-1.75%		+0.86		+0.86%		6014593		48373038	--		--		
SH600979	广安爱众	+1.79%		4.56		1.27亿		+4199993	3976.30万	1235.71万	39763022	2.29%		1.66		56.19亿		--		--		电力		【地下管网;绿色电力;污水处理;参股银行;天然气;新疆振兴;国企改革;光伏建筑一体化;碳交易;碳中和;乡村振兴;西部大开发;创投;风电;充电桩;智慧城市;储能;光伏概念;新能源汽车;液冷服务器;沪股通;融资融券】	--		--		+2.24%		+0.22%		+0.00		+0.00%		354816		1942104		--		--		
SH600980	北矿科技	-1.17%		24.60		2.51亿		-12174750	--		-1152.91万	-39759670	5.46%		1.43		46.20亿		--		--		专用设备	【稀土永磁;小金属概念;金属钴;3D打印;央企国企改革;国企改革;机器人概念】	--		--		+7.99%		+10.61%		-0.08		-0.08%		2656116		2993820		--		--		
SH600981	苏豪汇鸿	+0.30%		3.36		2.19亿		-7207161	--		-291.96万	-11025334	2.91%		1.35		75.35亿		--		--		贸易		【物业管理;乡村振兴;中俄贸易概念;预制菜;垃圾分类;冷链物流;统一大市场;跨境电商;海工装备;三胎概念;国企改革;一带一路;绿色电力;创投;参股券商;参股保险;医疗器械概念;期货概念;蚂蚁集团概念;沪股通】	--		--		+1.51%		-2.89%		-0.90		-0.90%		1086968		2250528		--		--		
SH600982	宁波能源	+0.45%		4.48		7656.35万	-5573792	411.45万	-98.83万	4114498		1.53%		1.38		50.07亿		--		--		电力		【生物质能发电;航运概念;统一大市场;绿色电力;国企改革;光伏建筑一体化;碳中和;抽水蓄能;共同富裕示范区;风电;光伏概念;储能;华为数字能源;华为概念;沪股通】	--		--		+0.90%		+1.59%		+0.00		+0.00%		642686		2479680		--		--		
SH600983	惠而浦		+0.10%		10.30		1.05亿		-5628710	--		-401.04万	-1167754	1.33%		0.59		78.94亿		--		--		白色家电	【垃圾分类;家用电器;一带一路;人民币贬值受益;2025年报预增;沪股通】	--		--		+6.52%		+2.18%		-0.39		-0.39%		640625		703490		--		--		
SH600984	建设机械	-1.19%		4.16		1.65亿		-15558893	--		-2781.73万	-35081322	3.17%		1.12		52.29亿		--		--		工程机械	【一带一路;国企改革;西部大开发】	--		--		+0.24%		-7.35%		-0.24		-0.24%		1902600		1982656		--		--		
SH600985	淮北矿业	+0.17%		11.55		2.43亿		+17429123	--		-16.50万	-35202079	0.78%		0.69		311.07亿	--		--		煤炭开采加工	【煤炭概念;煤化工概念;超超临界发电;国企改革;民爆概念;绿色电力;华为概念;融资融券;沪股通】	--		--		+3.03%		+1.58%		+0.00		+0.00%		714860		2489025		--		--		
SH600986	浙文互联	+10.04%		10.74		9.93亿		-31278331	--		-3.68亿		-533370859	6.26%		0.74		159.74亿	2		HochiGEO+AI营销+国企改革	文化传媒	【小红书概念;快手概念;短剧游戏;手机游戏;抖音概念(字节概念);虚拟数字人;文化传媒概念;Web3.0;NFT概念;电子竞技;AIGC概念;元宇宙;算力租赁;腾讯概念;多模态AI;阿里巴巴概念;百度概念;AI智能体;东数西算(算力);数字经济;人工智能;独角兽概念;网红经济;蚂蚁集团概念;华为概念;DeepSeek概念;小米概念;长安汽车概念;国企改革;沪股通;融资融券】	--		--		+42.25%		+27.55%		+6.97		+6.97%		157385088	2951352		09:30:52	09:32:58	
SH600987	航民股份	+0.00%		6.95		6551.38万	+3156966	--		23.88万		-2032343	0.92%		1.11		70.95亿		--		--		纺织制造	【污水处理;共同富裕示范区;回购增持再贷款概念;染料;黄金概念;沪股通;融资融券】	--		--		-1.42%		-1.00%		+0.14		+0.14%		1184592		1096710		--		--		
SH600988	赤峰黄金	+0.81%		31.28		20.12亿		-90570695	--		-1.63亿		-173174525	3.84%		0.91		520.47亿	--		--		贵金属		【金属铅;黄金概念;金属铜;稀土永磁;沪股通;西部大开发;人民币贬值受益;2025年报预增;融资融券】	--		--		-1.60%		+2.36%		+2.48		+2.48%		27020460	27820432	--		--		
SH600989	宝丰能源	-2.32%		19.37		10.28亿		-70155381	--		-9959.72万	-151962561	0.72%		0.88		1420.47亿	--		--		化学原料	【POE胶膜;煤化工概念;煤炭概念;西部大开发;氢能源;碳中和;跨境电商;DeepSeek概念;融资融券;沪股通】	--		--		+3.80%		+9.25%		-0.10		-0.10%		10122910	7540741		--		--		
SH600990	四创电子	+5.57%		36.94		15.74亿		+57684253	--		-92.11万	-70925690	16.16%		1.59		99.37亿		--		--		军工电子	【商业航天;军工信息化;卫星导航;大飞机;军民融合;可控核聚变;国产航母;军工;核电;低空经济;毫米波雷达;安防;量子科技;水利;DeepSeek概念;央企国企改革;比亚迪概念;新能源汽车;国企改革;PCB概念;沪股通;融资融券】	--		--		+10.30%		+30.53%		+0.06		+0.06%		35595892	9637646		--		--		
SH600992	贵绳股份	+1.22%		14.15		1.35亿		-3202311	1904.96万	1051.01万	19049583	3.91%		1.34		34.68亿		--		--		通用设备	【国企改革;国产航母;西部大开发;军工;海工装备;商业航天】	--		--		+8.02%		+9.61%		+0.14		+0.14%		4349800		1272085		--		--		
SH600993	马应龙		+0.00%		28.41		1.68亿		-11855282	--		222.77万	-385453		1.38%		0.98		122.25亿	--		--		中药		【医药电商;民营医院;基因测序;眼科医疗;仿制药一致性评价;创新药;数字经济;沪股通;融资融券】	--		--		-1.59%		-0.66%		+0.07		+0.07%		739208		1693236		--		--		
SH600995	南网储能	+1.07%		13.18		2.40亿		+3524230	--		369.57万	-3360173	0.57%		1.30		421.23亿	--		--		电力		【抽水蓄能;虚拟电厂;绿色电力;钠离子电池;储能;央企国企改革;西部大开发;国企改革;DeepSeek概念;沪股通;融资融券】	--		--		+2.41%		+7.50%		+0.23		+0.23%		952803		3266004		--		--		
SH600996	贵广网络	+0.78%		10.30		4.12亿		-70112042	2936.22万	-1227.00万	29362243	3.23%		1.54		128.42亿	--		--		文化传媒	【算力租赁;文化传媒概念;云计算;东数西算(算力);数字乡村;智能家居;DeepSeek概念;智能医疗;5G;人工智能;华为概念;数据中心;物联网;旅游概念;国企改革;沪股通;西部大开发;融资融券】	--		--		-5.85%		-8.04%		+1.08		+1.08%		3076274		5583630		--		--		
SH600997	开滦股份	-0.50%		5.99		9568.11万	+2248868	--		-344.57万	-18850068	1.01%		0.96		95.11亿		--		--		煤炭开采加工	【煤炭概念;煤化工概念;国企改革;沪股通;融资融券】	--		--		+3.10%		+3.45%		+0.17		+0.17%		168237		858966		--		--		
SH600998	九州通		+0.00%		5.29		2.80亿		-31202769	--		-1784.76万	-11238194	1.06%		0.82		266.75亿	--		--		医药商业	【医药电商;冷链物流;流感;医美概念;仿制药一致性评价;基因测序;医疗器械概念;创新药;绿色电力;创投;智能物流;智能医疗;DeepSeek概念;人工智能;AI智能体;腾讯概念;机器人概念;脑机接口;沪股通;融资融券】	--		--		+3.52%		+2.92%		+0.19		+0.19%		1869310		2901565		--		--		
SH600999	招商证券	+0.75%		17.35		11.81亿		+60311500	2987.03万	3170.48万	29870269	0.92%		0.80		1287.72亿	--		--		证券		【证金持股;国企改革;央企国企改革;沪股通;融资融券】	--		--		+3.52%		+6.12%		+0.17		+0.17%		6756825		10757174	--		--		
SH601000	唐山港		+1.53%		3.97		1.83亿		-5098991	8696.19万	2428.53万	86961855	0.78%		1.22		235.26亿	--		--		港口航运	【航运概念;证金持股;国企改革;雄安新区;京津冀一体化;智能物流;沪股通;融资融券】	--		--		+2.32%		+3.66%		+0.00		+0.00%		752284		1972693		--		--		
SH601001	晋控煤业	+0.00%		14.50		2.75亿		-7293875	--		-1500.36万	-45560966	1.13%		0.63		242.69亿	--		--		煤炭开采加工	【煤炭概念;国企改革;沪股通;融资融券】	--		--		+9.27%		+0.00%		+0.14		+0.14%		781176		2407189		--		--		
SH601002	晋亿实业	+0.96%		5.27		8419.60万	+1788695	128.78万	139.45万	1287836		1.69%		0.95		50.30亿		--		--		通用设备	【海峡两岸;高铁;长三角一体化;核电;新能源汽车;融资融券】	--		--		-0.94%		+4.56%		+0.19		+0.19%		349887		1552015		--		--		
SH601003	柳钢股份	+0.79%		5.10		9955.29万	-353896		1369.09万	497.42万	13690918	0.76%		1.22		130.70亿	--		--		钢铁		【国企改革;西部大开发;养老概念;沪股通;融资融券】	--		--		+1.19%		+4.72%		-0.20		-0.20%		495910		1816110		--		--		
SH601005	重庆钢铁	+2.00%		1.53		2.36亿		+13930987	5324.07万	4986.19万	53240694	1.87%		1.23		127.20亿	--		--		钢铁		【特钢概念;国企改革;西部大开发;央企国企改革;风电;核电;海工装备;军工;新能源汽车;沪股通;融资融券】	--		--		+4.08%		+3.38%		+0.00		+0.00%		2007000		3888648		--		--		
SH601006	大秦铁路	+0.97%		5.18		10.52亿		+25552991	3.99亿		1.79亿		399285989	1.01%		0.88		1043.62亿	--		--		公路铁路运输	【证金持股;同花顺中特估100;国企改革;高铁;沪股通;融资融券】	--		--		-2.63%		-4.78%		-0.19		-0.19%		6179840		22025360	--		--		
SH601007	金陵饭店	+1.28%		7.90		1.05亿		-1012182	746.74万	-68.09万	7467420		3.43%		1.12		30.81亿		--		--		旅游及酒店	【预制菜;网红经济;物业管理;参股保险;国企改革】	--		--		-0.50%		+0.64%		+0.51		+0.51%		1186976		850040		--		--		
SH601008	连云港		+0.57%		5.29		9846.84万	-5127172	1661.16万	333.88万	16611569	1.51%		0.89		65.63亿		--		--		港口航运	【中韩自贸区;航运概念;国企改革;中俄贸易概念;一带一路;沪股通;融资融券】	--		--		+0.38%		+2.32%		+0.00		+0.00%		716938		2041411		--		--		
SH601009	南京银行	-0.74%		10.75		10.48亿		-68042496	--		-3.12亿		-426442174	0.79%		0.98		1329.08亿	--		--		银行		【沪股通;融资融券】	--		--		-5.04%		-5.12%		-0.65		-0.65%		5724320		19515550	--		--		
SH601010	文峰股份	+3.24%		2.87		2.02亿		+31311585	4982.52万	3861.88万	49825227	3.87%		1.64		53.04亿		--		--		零售		【证金持股;沪股通;融资融券】	--		--		-2.38%		-2.05%		-0.36		-0.36%		562310		2638104		--		--		
SH601011	宝泰隆		+1.43%		3.54		2.82亿		+2807941	--		-249.31万	-24533128	4.20%		0.82		67.81亿		--		--		煤炭开采加工	【煤炭概念;煤化工概念;石墨电极;黑龙江自贸区;碳中和;石墨烯;氢能源;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券】	--		--		+1.72%		+2.91%		-0.29		-0.29%		1102812		3587082		--		--		
