板块名称		涨幅		1分钟涨速		4分钟涨速		主力净量		主力金额		涨停数		涨家数		跌家数		领涨股		5日涨幅		10日涨幅		20日涨幅		概念解析		创建日期		年初至今		20160127至今		量比		总手		总金额		总市值		流通市值		
宁德时代概念	+1.01%		+0.04%		+0.05%		-0.57		-1906584000	3		190		77		国瓷材料	+5.12%		+5.73%		+8.36%		--		--		+3.99%		--		1.06		9669033600	237655370000	7928277600000	6991828000000	
维生素		+1.01%		+0.03%		+0.03%		-0.45		-103645790	1		57		14		振华股份	+4.96%		+3.65%		+2.70%		--		--		+4.10%		--		1.11		1466995200	16100108000	798316840000	719274360000	
两轮车		+1.01%		+0.02%		+0.02%		-0.62		-651350400	0		51		12		中恒电气	+4.22%		+4.11%		+4.95%		--		--		+4.22%		--		1.06		1464980500	36414805000	1273600480000	1053749690000	
医美概念	+1.01%		+0.04%		+0.04%		-0.53		-666318300	0		70		21		炬光科技	+7.41%		+6.38%		+5.84%		--		--		+6.22%		--		1.19		1972106600	38289897000	1304856010000	1161933880000	
毛发医疗	+1.00%		+0.03%		+0.02%		-0.45		-44357170	0		22		3		水羊股份	+4.40%		+3.82%		+2.75%		--		--		+3.78%		--		1.25		578158900	6146327800	238294500000	194416450000	
PCB概念		+0.99%		+0.05%		+0.05%		-0.23		-2660354600	2		122		57		天准科技	+5.69%		+5.26%		+9.55%		--		--		+4.79%		--		1.06		5607461200	153551240000	3641116000000	3155597400000	
小米汽车	+0.99%		+0.04%		+0.04%		-0.39		-817644700	1		82		31		蓝思科技	+4.97%		+6.74%		+10.23%		--		--		+4.23%		--		1.05		3505770700	101159054000	4144320400000	3655891300000	
地下管网	+0.98%		+0.03%		+0.04%		-0.87		-1109531700	2		66		27		招标股份	+4.66%		+5.26%		+3.12%		--		--		+4.28%		--		1.16		2917443100	28473335000	960178120000	899596270000	
雄安新区	+0.98%		+0.03%		+0.03%		-0.44		-67355100	5		130		42		天迈科技	+4.49%		+5.11%		+4.49%		--		--		+4.02%		--		1.13		8200766100	88163864000	3122919100000	2808645200000	
污水处理	+0.96%		+0.04%		+0.04%		0.82		+577719700	3		138		75		招标股份	+4.60%		+4.89%		+4.98%		--		--		+3.90%		--		0.94		6959857400	88593152000	2240238200000	1938148500000	
垃圾分类	+0.95%		+0.06%		+0.06%		-0.99		-876630800	0		66		24		农尚环境	+4.21%		+4.49%		+3.20%		--		--		+3.72%		--		1.01		2836953700	31773457000	836494050000	742421320000	
燃料电池	+0.95%		+0.03%		+0.03%		-0.38		-1167601200	2		142		57		蜀道装备	+5.32%		+6.98%		+9.35%		--		--		+5.04%		--		1.12		8199475200	156294290000	4732899100000	4112857900000	
黑龙江自贸区	+0.93%		-0.03%		-0.02%		-0.49		-512115000	1		25		9		新光光电	+4.18%		+5.61%		+6.69%		--		--		+5.10%		--		1.43		1552908400	20393989000	382031190000	342808450000	
固废处理	+0.92%		+0.03%		+0.03%		-1.03		-546486400	2		98		43		武汉天源	+4.49%		+4.39%		+4.49%		--		--		+3.86%		--		1.24		5715251200	56761217000	1583325200000	1371637300000	
光刻机		+0.92%		+0.03%		+0.03%		-1.58		-950612300	0		27		21		炬光科技	+8.18%		+7.15%		+13.47%		--		--		+7.00%		--		1.12		986284790	42192353000	813480420000	648247850000	
自由贸易港	+0.92%		+0.01%		+0.00%		-0.34		+287790110	1		30		9		交运股份	+0.66%		-1.11%		-1.01%		--		--		-0.12%		--		0.91		2437433200	21158033000	1046491450000	957898910000	
绿色电力	+0.90%		+0.02%		+0.03%		-0.53		-2784309000	4		244		100		武汉天源	+4.43%		+3.69%		+3.97%		--		--		+5.35%		--		1.12		16496300000	188509140000	9097877300000	7973708200000	
共享单车	+0.90%		+0.05%		+0.04%		-1.74		-143715430	0		8		3		八方股份	+4.20%		+5.04%		+0.95%		--		--		+4.48%		--		1.03		355317870	3787199800	115876803000	107348498000	
参股银行	+0.89%		+0.04%		+0.04%		-0.02		-1076857500	3		127		47		海亮股份	+3.79%		+3.72%		+3.92%		--		--		+3.07%		--		1.18		9263779000	88733318000	5822737600000	5041837400000	
统一大市场	+0.89%		+0.01%		+0.01%		0.19		+166725500	2		83		28		交运股份	+2.20%		+0.93%		+1.58%		--		--		+1.22%		--		1.07		4569052000	34142090000	1734079300000	1511136000000	
建筑节能	+0.88%		+0.06%		+0.06%		-0.19		-279299900	3		53		30		杭萧钢构	+5.23%		+6.17%		+5.51%		--		--		+5.06%		--		0.96		1989980400	21533007000	654532760000	585367850000	
青蒿素		+0.83%		+0.04%		+0.03%		-1.66		-270610740	0		7		3		德龙汇能	+1.70%		+3.26%		+0.90%		--		--		-0.24%		--		1.91		250877490	3795928700	261588720000	238589390000	
盐湖提锂	+0.83%		+0.03%		+0.04%		0.05		+394112700	1		30		14		倍杰特		+6.05%		+6.16%		+9.79%		--		--		+4.21%		--		0.86		2034323200	56297945000	3742515400000	2760952700000	
无线充电	+0.82%		+0.04%		+0.04%		-0.32		-2302966400	1		40		17		安泰科技	+5.48%		+5.84%		+8.83%		--		--		+4.57%		--		1.18		2588240300	64410872000	1569647300000	1300952560000	
固态电池	+0.80%		+0.04%		+0.04%		-0.23		-1864619000	5		192		86		国瓷材料	+5.40%		+5.21%		+7.63%		--		--		+4.44%		--		1.13		9244766000	213045090000	7511372700000	6628826300000	
PM2.5		+0.80%		+0.01%		+0.01%		-1.19		-170587160	0		26		9		蓝盾光电	+6.40%		+7.13%		+11.97%		--		--		+6.56%		--		1.19		1029436120	13857773000	213995760000	189465940000	
中韩自贸区	+0.79%		+0.05%		+0.04%		0.14		+8575415	1		11		3		ST新华锦	+1.72%		+2.93%		+1.92%		--		--		+1.37%		--		1.00		410510870	2284099400	167678790000	144660660000	
同花顺中特估100	+0.79%		-0.00%		-0.01%		-0.09		-4815372000	2		65		30		中国卫通	+3.86%		+4.83%		+6.11%		--		--		+3.50%		--		1.19		10239944600	163538340000	32626132000000	21748899000000	
民爆概念	+0.78%		+0.05%		+0.05%		-0.47		-213301790	0		18		6		晓程科技	+3.37%		+3.41%		+7.66%		--		--		+3.33%		--		1.10		746104410	11483491400	375752450000	317953300000	
农业种植	+0.77%		+0.05%		+0.04%		-0.05		-71518480	0		66		19		亚盛集团	+2.83%		+1.38%		+1.46%		--		--		+2.55%		--		1.25		2363619000	18235976000	695585140000	628560760000	
国家大基金持股	+0.76%		+0.03%		+0.03%		-0.29		-1914624200	0		30		18		芯原股份	+10.65%		+10.61%		+14.55%		--		--		+9.56%		--		1.14		1733484900	100094586000	3913835400000	2593051900000	
装配式建筑	+0.75%		+0.03%		+0.03%		-0.56		-503862030	6		62		38		志特新材	+5.75%		+5.56%		+4.87%		--		--		+5.83%		--		1.07		3105121100	24756523000	1253735800000	1115895760000	
石墨烯		+0.74%		+0.03%		+0.04%		-1.45		-1614613900	2		51		23		华金资本	+5.55%		+5.82%		+8.05%		--		--		+4.62%		--		0.97		3056265100	42718293000	946596560000	854476350000	
同花顺漂亮100	+0.74%		+0.01%		+0.01%		-0.19		-5905115000	0		74		24		蓝思科技	+3.92%		+4.39%		+4.95%		--		--		+3.27%		--		1.08		8743901700	285127300000	26278877000000	22198187000000	
证金持股	+0.73%		-0.01%		-0.01%		-0.12		-5914473000	2		154		60		七 匹 狼	+3.34%		+3.27%		+3.55%		--		--		+2.83%		--		1.03		16479359000	253637260000	39426689000000	31031303000000	
动力电池回收	+0.73%		+0.05%		+0.05%		-0.57		-1221087000	2		67		22		威星智能	+4.41%		+5.42%		+6.87%		--		--		+3.44%		--		0.98		3673788200	84594529000	4767717900000	3792210000000	
特色小镇	+0.73%		+0.05%		+0.07%		-1.23		-392872840	2		19		17		棕榈股份	+3.87%		+4.10%		+1.05%		--		--		+3.50%		--		1.07		2227542900	11789511400	565355720000	519830030000	
PET铜箔		+0.73%		+0.03%		+0.04%		-2.32		-926749800	1		28		18		骄成超声	+6.97%		+4.30%		+8.12%		--		--		+6.97%		--		1.23		1604402700	31221711000	795219480000	732456380000	
乳业		+0.73%		+0.00%		+0.00%		1.07		+241771030	0		28		6		维维股份	+2.71%		-0.98%		+2.25%		--		--		+2.04%		--		1.23		699532550	7837237100	428710030000	408105230000	
转基因		+0.73%		+0.01%		+0.01%		1.28		+216837030	0		17		2		托普云农	+4.46%		+2.53%		+3.01%		--		--		+3.36%		--		1.28		694717680	6652331000	175844570000	133508971000	
人造肉		+0.72%		+0.11%		+0.11%		-1.35		-128680460	0		13		7		好想你		+2.62%		+0.61%		-0.18%		--		--		+2.62%		--		1.13		400667300	4401572500	237928600000	219361860000	
煤炭概念	+0.70%		+0.05%		+0.03%		-0.68		-377160300	1		50		27		江钨装备	+5.98%		+5.64%		+4.72%		--		--		+5.19%		--		1.02		4608733000	40835387000	3155571900000	2774371400000	
注册制次新股	+0.69%		-0.00%		-0.00%		-0.92		-454768300	2		54		33		强一股份	+6.74%		+4.72%		+2.06%		--		--		+6.52%		--		1.01		540643430	32094898000	2376129600000	241392800000	
柔性屏(折叠屏)	+0.68%		+0.05%		+0.06%		-0.16		-1446396000	0		68		37		蓝思科技	+7.03%		+7.47%		+11.26%		--		--		+6.27%		--		1.14		6362547700	110174933000	1903431100000	1725613400000	
空气能热泵	+0.67%		+0.03%		+0.02%		-0.80		-64797600	0		37		14		科力股份	+3.00%		+3.45%		+6.40%		--		--		+3.00%		--		1.04		1573753400	40903849000	1705917300000	1449871000000	
高股息精选	+0.66%		-0.01%		-0.03%		-0.19		-105931500	0		15		5		新媒股份	+1.85%		+2.25%		+3.41%		--		--		+1.01%		--		0.91		1096909230	8405467500	1147231570000	981364890000	
天津自贸区	+0.65%		+0.05%		+0.04%		0.58		+23004286	0		11		3		海航科技	+3.04%		+2.14%		-1.15%		--		--		+2.21%		--		1.24		377054070	2542100800	109924217000	104835302000	
ST板块		+0.62%		-0.01%		-0.01%		-0.97		-414926010	15		80		85		ST赛为		+4.23%		+4.66%		+3.16%		--		--		-1.12%		--		1.36		2905623700	16303946000	844273810000	682888320000	
染料		+0.60%		+0.05%		+0.07%		-0.54		-59798130	0		21		12		美联新材	+2.77%		+2.44%		+2.99%		--		--		+2.70%		--		1.05		472611390	4944895300	220878270000	191410400000	
化肥		+0.57%		+0.03%		+0.02%		-0.74		-1029826700	1		41		27		丰倍生物	+4.38%		+4.32%		+5.85%		--		--		+4.05%		--		0.98		2434503800	37557300000	1392134200000	1255077840000	
玉米		+0.57%		+0.02%		+0.00%		1.45		+191482490	0		26		7		亚盛集团	+2.66%		+1.16%		+2.81%		--		--		+2.19%		--		1.37		1127820410	8387952900	290938760000	246992450000	
新股与次新股	+0.56%		+0.01%		+0.01%		-0.92		-454768300	2		66		46		强一股份	+5.97%		+4.08%		+2.98%		--		--		+5.50%		--		1.01		594383030	34983576000	2501407400000	273266450000	
工业大麻	+0.56%		+0.02%		-0.01%		-0.80		-378426510	0		24		6		顺灏股份	+4.55%		+3.90%		+5.68%		--		--		+4.05%		--		1.16		928861540	14414347000	392243200000	366021420000	
医疗废物处理	+0.55%		+0.03%		+0.03%		-0.88		-341925660	0		26		14		雪浪环境	+4.28%		+3.39%		+3.64%		--		--		+4.36%		--		1.13		962857620	8751784100	317523610000	257283880000	
超级品牌	+0.53%		-0.01%		-0.02%		0.19		+248775000	0		36		9		养元饮品	+2.25%		+1.27%		+2.14%		--		--		+1.94%		--		1.13		2334776600	36257885000	8595909800000	5568886100000	
举牌		+0.52%		+0.03%		+0.04%		-0.32		-44891780	0		10		3		四川路桥	+2.98%		+3.32%		+2.10%		--		--		+2.85%		--		0.88		440603740	4612563400	441143140000	418921980000	
养鸡		+0.49%		+0.03%		+0.03%		-0.76		-183413280	0		13		5		京基智农	+0.86%		+1.28%		-0.06%		--		--		+0.52%		--		0.98		334109660	3845246600	540077960000	372250500000	
存储芯片	+0.48%		+0.01%		+0.01%		-1.23		-5619772000	1		83		75		强一股份	+11.34%		+10.97%		+15.21%		--		--		+10.39%		--		1.18		5629314400	230856900000	6302732700000	4597701800000	
NMN概念		+0.48%		+0.05%		+0.05%		-0.81		-106090730	0		18		7		银禧科技	+4.78%		+3.44%		+2.86%		--		--		+4.25%		--		1.25		667471930	6449971700	240518770000	217572800000	
航运概念	+0.47%		+0.02%		+0.02%		-0.63		-1553930400	0		58		22		九丰能源	+2.11%		+1.46%		+0.95%		--		--		+1.96%		--		1.08		3325066800	30819250000	1954862800000	1734061200000	
供销社		+0.47%		-0.01%		-0.01%		-0.49		-71280890	0		10		4		敦煌种业	+2.05%		+1.38%		+1.18%		--		--		+2.05%		--		1.16		528311150	3246251800	160185710000	144006570000	
特钢概念	+0.45%		-0.01%		+0.05%		0.37		+16826100	0		23		12		上大股份	+4.27%		+6.52%		+10.26%		--		--		+4.08%		--		1.20		3031453000	22372226000	921152080000	850321140000	
高压氧舱	+0.39%		+0.12%		+0.13%		-0.70		-49885560	0		7		3		创新医疗	+16.72%		+16.22%		+17.92%		--		--		+17.11%		--		1.52		521197120	9838656500	148691050000	144798760000	
煤化工概念	+0.38%		+0.02%		+0.02%		-0.59		-2166009100	0		50		43		航天晨光	+4.70%		+5.31%		+7.20%		--		--		+4.72%		--		1.18		4525658100	58454595000	4133532700000	3666153700000	
消毒剂		+0.36%		+0.04%		+0.04%		-0.13		-271349900	0		28		29		东阳光		+5.66%		+4.84%		+4.52%		--		--		+5.59%		--		1.04		1467926500	20282047000	714879510000	669866580000	
BC电池		+0.35%		+0.06%		+0.06%		-2.76		-1828259400	1		23		24		永和智控	+8.66%		+7.87%		+11.61%		--		--		+10.54%		--		1.34		2180250900	48803459000	1076935380000	987278500000	
猪肉		+0.34%		+0.01%		+0.02%		-0.77		-370568770	0		20		8		京基智农	+0.49%		+1.12%		+1.16%		--		--		+0.12%		--		1.02		784967170	7294193100	827802850000	709479670000	
环氧丙烷	+0.32%		+0.07%		+0.05%		-0.03		-75723890	0		11		11		国恩股份	+3.88%		+3.67%		+3.98%		--		--		+3.38%		--		0.93		508702830	8211949100	594775260000	570416890000	
氟化工概念	+0.32%		+0.01%		+0.02%		0.65		-1019095700	0		31		23		东阳光		+5.52%		+6.34%		+9.13%		--		--		+5.28%		--		0.97		2626650700	50000458000	1313720880000	1130763030000	
科创次新股	+0.32%		-0.03%		-0.02%		-3.71		-469099730	0		10		9		强一股份	+13.88%		+8.14%		+1.10%		--		--		+14.30%		--		0.99		121006183	13965734000	1129465860000	91506055000	
有机硅概念	+0.25%		+0.03%		+0.04%		-1.75		-973396730	1		32		17		三孚股份	+5.46%		+4.76%		+7.29%		--		--		+5.34%		--		1.13		1153452830	22285501000	603788570000	544915030000	
芬太尼		+0.13%		-0.03%		-0.05%		-0.57		-43328401	0		6		2		恩华药业	+5.19%		+2.64%		+2.78%		--		--		+4.88%		--		1.25		97874913	2039411300	124288903000	112766878000	
中船系		+0.12%		+0.02%		+0.01%		-0.78		-367930580	0		5		5		中国海防	+7.74%		+9.84%		+10.73%		--		--		+8.00%		--		1.18		311577770	9957327200	463812600000	423069350000	
磷化工		+0.07%		+0.01%		+0.02%		-0.18		-320447600	0		26		26		洛阳钼业	+4.78%		+5.34%		+7.81%		--		--		+4.59%		--		0.90		1892880900	38234543000	1534845700000	1330569860000	
大豆		+0.07%		+0.00%		-0.02%		1.31		+116064620	0		10		4		维维股份	+2.36%		+0.60%		+1.03%		--		--		+2.16%		--		1.47		530930060	4274636400	164285080000	157161750000	
石墨电极	+0.05%		+0.06%		+0.06%		-0.58		-611041990	0		13		9		尚太科技	+4.42%		+4.21%		+4.70%		--		--		+4.52%		--		1.06		860324800	13476831000	588173220000	556272230000	
水泥概念	+0.03%		+0.04%		+0.02%		-0.97		-425321010	0		16		22		中航泰达	+4.11%		+3.42%		+3.35%		--		--		+5.98%		--		1.02		1861644400	9917095300	752400710000	651338340000	
脑机接口	-0.29%		+0.03%		+0.03%		-7.86		-7631453700	0		32		36		华大智造	+21.82%		+24.25%		+24.95%		--		--		+23.02%		--		1.78		6540859600	121213975000	1374894800000	1231031560000	
硅能源		-0.32%		+0.07%		+0.07%		-1.76		-3176935200	1		27		30		三孚股份	+6.62%		+6.25%		+8.94%		--		--		+7.22%		--		1.24		4333996600	62643687000	1339177790000	1267876110000	
草甘膦		-0.44%		+0.01%		+0.01%		-0.75		-146102790	0		9		7		江天化学	+2.84%		+1.72%		+2.60%		--		--		+4.75%		--		0.99		350279540	3811746600	223842210000	206821810000	
POE胶膜		-0.68%		+0.00%		+0.00%		-0.76		-471510630	0		8		20		长阳科技	+3.22%		+3.81%		+4.88%		--		--		+3.22%		--		1.11		631851890	11196954300	829922580000	805598780000	
